Дата операции,Номер документа,Тип документа,Контрагент,Сумма,Валюта,НДС,Счет учета,Описание операции,Ответственный сотрудник
2026-04-04,LG-03973,Акт,TOO Vision Market,139250,KZT,16710.0,3310,Техническое обслуживание оборудования,Арман О.
2026-04-05,LG-03974,Счет-фактура,TOO Logistic Group,146500,KZT,17580.0,7210,Маркетинговые услуги,Дамир К.
2026-04-06,LG-03975,Акт,TOO Prime Service,153750,KZT,18450.0,2930,Транспортные услуги,Айгерим С.
2026-04-07,LG-03976,Счет-фактура,TOO Delta Supplies,161000,KZT,19320.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-04-08,LG-03977,Акт,TOO North Office,168250,KZT,20190.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-04-09,LG-03978,Счет-фактура,TOO Metro Parts,175500,KZT,21060.0,2930,Поставка расходных материалов,Арман О.
2026-04-10,LG-03979,Акт,TOO City Trade,182750,KZT,21930.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-04-11,LG-03980,Счет-фактура,IP Audit Expert,190000,KZT,22800.0,7210,Маркетинговые услуги,Айгерим С.
2026-04-12,LG-03981,Акт,TOO Vision Market,197250,KZT,23670.0,2930,Транспортные услуги,Нурлан Т.
2026-04-13,LG-03982,Счет-фактура,TOO Logistic Group,204500,KZT,24540.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-04-14,LG-03983,Акт,TOO Prime Service,211750,KZT,25410.0,7210,Услуги сопровождения офиса,Арман О.
2026-04-15,LG-03984,Счет-фактура,TOO Delta Supplies,219000,KZT,26280.0,2930,Поставка расходных материалов,Дамир К.
2026-04-16,LG-03985,Акт,TOO North Office,226250,KZT,27150.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-04-17,LG-03986,Счет-фактура,TOO Metro Parts,233500,KZT,28020.0,7210,Маркетинговые услуги,Нурлан Т.
2026-04-18,LG-03987,Акт,TOO City Trade,240750,KZT,28890.0,2930,Транспортные услуги,Марина Ж.
2026-04-19,LG-03988,Счет-фактура,IP Audit Expert,248000,KZT,29760.0,3310,Закупка канцелярских товаров,Арман О.
2026-04-20,LG-03989,Акт,TOO Vision Market,255250,KZT,30630.0,7210,Услуги сопровождения офиса,Дамир К.
2026-04-21,LG-03990,Счет-фактура,TOO Logistic Group,262500,KZT,31500.0,2930,Поставка расходных материалов,Айгерим С.
2026-04-22,LG-03991,Акт,TOO Prime Service,269750,KZT,32370.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-04-23,LG-03992,Счет-фактура,TOO Delta Supplies,277000,KZT,33240.0,7210,Маркетинговые услуги,Марина Ж.
2026-04-24,LG-03993,Акт,TOO North Office,284250,KZT,34110.0,2930,Транспортные услуги,Арман О.
2026-04-25,LG-03994,Счет-фактура,TOO Metro Parts,291500,KZT,34980.0,3310,Закупка канцелярских товаров,Дамир К.
2026-04-26,LG-03995,Акт,TOO City Trade,298750,KZT,35850.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-04-27,LG-03996,Счет-фактура,IP Audit Expert,306000,KZT,36720.0,2930,Поставка расходных материалов,Нурлан Т.
2026-04-28,LG-03997,Акт,TOO Vision Market,45000,KZT,5400.0,3310,,Марина Ж.
2026-04-29,LG-03998,Счет-фактура,TOO Logistic Group,52250,KZT,6270.0,7210,Маркетинговые услуги,Арман О.
2026-04-30,LG-03999,Акт,TOO Prime Service,59500,KZT,7140.0,2930,Транспортные услуги,Дамир К.
2026-05-01,LG-04000,Прочее,TOO Unknown Services,2750000,KZT,0,7210,Срочная корректировка вручную,Айгерим С.
2026-05-02,LG-04001,Акт,TOO North Office,74000,KZT,8880.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-05-03,LG-04002,Счет-фактура,TOO Metro Parts,81250,KZT,9750.0,2930,Поставка расходных материалов,Марина Ж.
2026-05-04,LG-04003,Акт,TOO City Trade,88500,KZT,10620.0,3310,Техническое обслуживание оборудования,Арман О.
2026-05-05,LG-04004,Счет-фактура,IP Audit Expert,95750,KZT,11490.0,7210,Маркетинговые услуги,Дамир К.
2026-05-06,LG-04005,Акт,TOO Vision Market,103000,KZT,12360.0,2930,Транспортные услуги,Айгерим С.
2026-05-07,LG-04006,Счет-фактура,TOO Logistic Group,110250,KZT,13230.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-05-08,LG-04007,Акт,TOO Prime Service,117500,KZT,14100.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-05-09,LG-04008,Счет-фактура,TOO Delta Supplies,124750,KZT,14970.0,2930,Поставка расходных материалов,Арман О.
2026-05-10,LG-04009,Акт,TOO North Office,132000,KZT,15840.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-05-11,LG-04010,Счет-фактура,TOO Metro Parts,139250,KZT,16710.0,7210,Маркетинговые услуги,Айгерим С.
2026-05-12,LG-04011,Акт,TOO City Trade,146500,KZT,17580.0,2930,Транспортные услуги,Нурлан Т.
2026-05-13,LG-04012,Счет-фактура,IP Audit Expert,153750,KZT,18450.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-05-14,LG-04013,Акт,TOO Vision Market,161000,KZT,19320.0,7210,Услуги сопровождения офиса,Арман О.
2026-05-15,LG-04014,Счет-фактура,TOO Logistic Group,168250,KZT,20190.0,2930,Поставка расходных материалов,Дамир К.
2026-05-16,LG-04015,Акт,TOO Prime Service,175500,KZT,21060.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-05-17,LG-04016,Счет-фактура,TOO Delta Supplies,182750,KZT,21930.0,7210,Маркетинговые услуги,Нурлан Т.
2026-05-18,LG-04017,Акт,TOO North Office,190000,KZT,22800.0,2930,Транспортные услуги,Марина Ж.
2026-05-19,LG-04018,Счет-фактура,TOO Metro Parts,197250,KZT,23670.0,3310,Закупка канцелярских товаров,Арман О.
2026-05-20,LG-04019,Акт,TOO City Trade,204500,KZT,24540.0,7210,Услуги сопровождения офиса,Дамир К.
2026-05-21,LG-04020,Счет-фактура,IP Audit Expert,211750,KZT,25410.0,2930,Поставка расходных материалов,Айгерим С.
2026-05-22,LG-04021,Акт,TOO Vision Market,219000,KZT,26280.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-05-23,LG-04022,Счет-фактура,TOO Logistic Group,226250,KZT,27150.0,7210,Маркетинговые услуги,Марина Ж.
2026-05-24,LG-04023,Акт,TOO Prime Service,233500,KZT,28020.0,2930,Транспортные услуги,Арман О.
2026-05-25,LG-04024,Счет-фактура,TOO Delta Supplies,240750,KZT,28890.0,3310,Закупка канцелярских товаров,Дамир К.
2026-05-26,LG-04025,Акт,TOO North Office,248000,KZT,29760.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-05-27,LG-04026,Счет-фактура,TOO Metro Parts,255250,KZT,30630.0,2930,Поставка расходных материалов,Нурлан Т.
2026-05-28,LG-04027,Акт,TOO City Trade,262500,KZT,31500.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-05-29,LG-04028,Счет-фактура,IP Audit Expert,269750,KZT,32370.0,7210,Маркетинговые услуги,Арман О.
2026-05-30,LG-04029,Акт,TOO Vision Market,277000,KZT,33240.0,2930,Транспортные услуги,Дамир К.
2026-05-31,LG-04030,Счет-фактура,TOO Logistic Group,284250,KZT,34110.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-06-01,LG-04031,Акт,TOO Prime Service,291500,KZT,34980.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-06-02,LG-04032,Счет-фактура,TOO Delta Supplies,298750,KZT,35850.0,2930,Поставка расходных материалов,Марина Ж.
2026-06-03,LG-04033,Акт,TOO North Office,306000,KZT,36720.0,3310,Техническое обслуживание оборудования,Арман О.
2026-06-04,LG-04034,Счет-фактура,TOO Metro Parts,45000,KZT,5400.0,7210,Маркетинговые услуги,Дамир К.
2026-06-05,LG-04035,Акт,TOO City Trade,52250,KZT,6270.0,2930,Транспортные услуги,Айгерим С.
2026-06-06,LG-04036,Счет-фактура,IP Audit Expert,59500,KZT,7140.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-06-07,LG-04037,Акт,TOO Vision Market,66750,KZT,8010.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-06-08,LG-04038,Счет-фактура,TOO Logistic Group,74000,KZT,8880.0,2930,Поставка расходных материалов,Арман О.
2026-06-09,LG-04039,Акт,TOO Prime Service,81250,KZT,9750.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-06-10,LG-04040,Счет-фактура,TOO Delta Supplies,88500,KZT,10620.0,7210,Маркетинговые услуги,Айгерим С.
2026-06-11,LG-04041,Акт,TOO North Office,95750,KZT,11490.0,2930,Транспортные услуги,Нурлан Т.
2026-06-12,LG-04042,Счет-фактура,TOO Metro Parts,103000,KZT,12360.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-06-13,LG-04043,Акт,TOO City Trade,110250,KZT,13230.0,7210,Услуги сопровождения офиса,Арман О.
2026-06-14,LG-04044,Счет-фактура,IP Audit Expert,117500,KZT,14100.0,2930,Поставка расходных материалов,Дамир К.
2026-06-15,LG-04045,Акт,TOO Vision Market,124750,KZT,14970.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-06-16,LG-04046,Счет-фактура,TOO Logistic Group,132000,KZT,15840.0,7210,Маркетинговые услуги,Нурлан Т.
2026-06-17,LG-04047,Акт,TOO Prime Service,139250,KZT,16710.0,2930,Транспортные услуги,Марина Ж.
2026-06-18,LG-04048,Счет-фактура,TOO Delta Supplies,146500,KZT,17580.0,3310,Закупка канцелярских товаров,Арман О.
2026-06-19,LG-04049,Акт,TOO North Office,153750,KZT,18450.0,7210,Услуги сопровождения офиса,Дамир К.
2026-06-20,LG-04050,Счет-фактура,TOO Metro Parts,161000,KZT,19320.0,2930,Поставка расходных материалов,Айгерим С.
2026-06-21,LG-04051,Акт,TOO City Trade,168250,KZT,20190.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-06-22,LG-04052,Счет-фактура,IP Audit Expert,175500,KZT,21060.0,7210,Маркетинговые услуги,Марина Ж.
2026-06-23,LG-04053,Акт,TOO Vision Market,182750,KZT,21930.0,2930,Транспортные услуги,Арман О.
2026-06-24,LG-04054,Счет-фактура,TOO Logistic Group,190000,KZT,22800.0,3310,Закупка канцелярских товаров,Дамир К.
2026-06-25,LG-04055,Акт,TOO Prime Service,197250,KZT,23670.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-06-26,LG-04056,Счет-фактура,TOO Delta Supplies,204500,KZT,24540.0,2930,Поставка расходных материалов,Нурлан Т.
2026-06-27,LG-04057,Акт,TOO North Office,211750,KZT,25410.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-06-28,LG-04058,Счет-фактура,TOO Metro Parts,219000,KZT,26280.0,7210,Маркетинговые услуги,Арман О.
2026-06-29,LG-04059,Акт,TOO City Trade,226250,KZT,27150.0,2930,Транспортные услуги,Дамир К.
2026-01-01,LG-04060,Счет-фактура,IP Audit Expert,233500,KZT,28020.0,3310,Закупка канцелярских товаров,Айгерим С.
